mnc,year,sector,upe_code,upe_name,jur_code,jur_name,total_revenues,profit_before_tax,tax_paid,employees,tangible_assets,tax_accrued,unrelated_revenues,related_revenues,stated_capital,accumulated_earnings,currency
VODAFONE,2017,Communications,GBR,United Kingdom,CAN,Canada,650000,67137,-20000,4,190587,-67137,NA,650000,8129777,-4921600,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,CYM,Cayman Islands,NA,32968843,NA,NA,NA,NA,NA,NA,13058165544,-311235071,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,CHL,Chile,NA,NA,NA,1,NA,NA,NA,NA,8670,NA,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,CHN,China,9828966,-32286,48198,23,2210274,NA,5726783,4102183,16511553,-6082703,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,CIV,Côte d'Ivoire,2709343,856517,37107,7,186455,NA,2709343,NA,NA,350122,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,CZE,Czechia,516492924,31623010,2856392,1694,306431343,7171265,514157234,2335690,53603523,572233923,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,DNK,Denmark,1738815,411838,3587,NA,112926,NA,NA,1738815,16460361,-16564677,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,COD,Democratic Republic of the Congo,371486456,-46514253,4004528,615,301012860,4033103,371486456,NA,757404,-480692320,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,EGY,Egypt,1447378490,267986867,85645962,8381,594031271,104397954,1369027330,78351160,90946980,530067160,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,FIN,Finland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,FRA,France,59140156,369424,680555,42,28948628,69698,20879739,38260417,5259125,17798682,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,DEU,Germany,11333751430,-930019642,88878095,15714,8182170523,56485596,10705998144,627753286,4506069899,-13444269829,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,GHA,Ghana,287720112,-241922609,626541,1111,147473925,69611,286774306,945806,2871691,-1172346878,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,GRC,Greece,854707586,379918,1622461,1978,485643758,NA,851250403,3457183,369346327,18832019,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,GGY,Guernsey,NA,-43423,NA,NA,0,NA,NA,NA,28706625,1610746,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,HKG,Hong Kong,61788803,-13941666,NA,84,6653667,NA,59551973,2236830,135541407,-117271423,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,HUN,Hungary,548261457,17129483,8916532,3660,220623857,9270979,468206579,80054878,731002972,-230813753,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,IND,India,6114475178,-4917960420,150756765,22699,3489175368,15322395,5915407783,199067395,15938870413,-1967211777,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,IRL,Ireland,1065260157,24081019,5475831,1310,466377129,3137107,996360349,68899808,511425873,-37386107,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,ITA,Italy,6458662785,355406865,78725526,7339,3594378608,163157304,6299388816,159273969,66190864,5263881588,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,JPN,Japan,15972161,1705784,317320,18,969459,211326,5606005,10366156,759812,-5505325,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,JEY,Jersey,15937,101234,NA,NA,NA,NA,82,15855,1096350586,-1035625187,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,KEN,Kenya,50338501,242053986,8206198,20,428036,10983750,46979414,3359087,16647580,32061695,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,KOR,South Korea,11854988,-667004,16095,12,1406602,2669,11854988,NA,3220085,-2509647,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,LSO,Lesotho,72973593,28003090,7739896,208,50938130,6363237,72947439,26154,430450,51537452,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,LUX,Luxembourg,2004441849,-94036714959,32115948,325,3858489,34805693,262349030,1742092819,4.59674E+11,-70562880712,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,MYS,Malaysia,1089877,710451,21372,NA,NA,1680,868256,221621,3618061,1057018,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,MLT,Malta,261608971,124437703,8777752,347,51633389,10207900,104050136,157558835,64771487,833225060,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,MUS,Mauritius,44639150,-790023219,772870,10,75661,8520777,33646072,10993078,13911900905,-3061849014,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,MEX,Mexico,551675,680132,36000,2,95293,-3108,NA,551675,150636,81514,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,MAR,Morocco,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,MOZ,Mozambique,199499419,13528821,14402149,479,168564802,9416017,199499419,0,122396243,11479827,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,NLD,Netherlands,2011965968,-4217949003,19255371,3629,6570532,42058322,1360062017,651903951,86084944571,-7176944123,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,NZL,New Zealand,1352823067,42106301,16883806,2965,666198729,18175113,1329737783,23085284,277209600,820356645,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,NGA,Nigeria,35521366,-16626560,585688,188,16218225,631093,35521366,NA,231085,-26741259,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,NOR,Norway,498434,NA,NA,NA,NA,NA,498434,NA,NA,NA,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,PRT,Portugal,1011124226,-41528793,23585530,1376,953196540,38979133,989642859,21481367,81273419,224841739,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,QAT,Qatar,516902240,-66968409,NA,490,319855470,NA,516452050,450190,1640346131,535038009,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,ROU,Romania,836532111,39681373,3947115,4197,393516031,3064244,778515639,58016472,150472054,-17989285,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,RUS,Russia,1930493,-488671,70748,4,335321,58674,984154,946339,20092957,-20944798,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,SYC,Seychelles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,SLE,Sierra Leone,268897,-274022,NA,NA,249175,NA,268897,NA,25994,-726722,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,SGP,Singapore,173445302,-2611965,682980,208,16475746,1234252,71552415,101892887,54148490,-35545533,EUR
VODAFONE,2017,Communications,GBR,United Kingdom,SVK,Slovakia,NA,NA,NA,NA,NA,NA,NA,NA,NA,1035260,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,ARE,United Arab Emirates,NA,-267196,NA,13,8937,NA,NA,NA,NA,-97811,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,ALB,Albania,120175159,-4711206,1249371,401,95840110,1485586,118739407,1435752,43295736,107510508,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,AGO,Angola,1678805,-1358675,353079,9,128739,355671,1678805,NA,NA,-1134059,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,ARG,Argentina,280050,221104,NA,NA,NA,6962,NA,280050,179377,70786,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,AUT,Austria,1741679,-45869,874,NA,1269165,NA,85782,1655897,13431689,-14679541,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,AUS,Australia,14428230,2386494,476748,14,1207313,79012,7425160,7003070,964868496,-958632394,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,BEL,Belgium,8664184,-804648,865,20,1509228,NA,512181,8152003,19462197,-6478205,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,BHR,Bahrain,2020198,326490,NA,NA,NA,NA,1332487,687711,303101,-103935,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,BRA,Brazil,13702842,-8846146,607436,NA,2105141,495347,11932119,1770723,1294892,-25541180,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,CAN,Canada,1041120,-22090,18720,5,NA,NA,NA,1041120,8386579,-5151992,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,COD,Democratic Republic of the Congo,366243614,-89366552,8161102,599,240517568,5420517,366243614,NA,757404,-484150200,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,CHE,Switzerland,36490263,2220830,356113,1,542203,580700,30701505,5788758,108629773,4458109,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,CIV,Côte d'Ivoire,2424833,164334,205381,10,133362,87297,2424833,NA,NA,495895,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,CHL,Chile,NA,-397469,NA,NA,NA,NA,NA,NA,NA,-885773,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,CMR,Cameroon,11324066,1033860,686842,64,2374736,395740,11288388,35678,718262,4227112,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,CHN,China,8011596,-125680,25611,21,550522,-3366,4667216,3344380,16196060,-5031249,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,CZE,Czechia,546044903,51723291,8251733,1734,314394112,9675791,544400554,1644349,56967110,627549239,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,DEU,Germany,11577213742,387465539,86589439,14946,7744146631,117677243,10933178838,644034904,4478357622,-12950578874,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,DNK,Denmark,1228136,-344653,1091,NA,81653,NA,NA,1228136,16460360,-16871839,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,EGY,Egypt,1038329232,280122292,53912892,8545,588784183,49468717,980304986,58024246,90917051,655385211,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,ESP,Spain,5126481137,-639601800,588950,5078,5886755569,NA,5009673643,116807494,22233573736,-10506441666,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,FRA,France,59778544,1909896,1368120,43,23385041,1340374,21005356,38773188,5521924,16065003,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,GBR,United Kingdom,17187666800,-53759200121,85220626,17120,4176118793,159650987,9639225556,7548441244,1.85418E+12,-2.27403E+11,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,GGY,Guernsey,NA,-400538,NA,NA,NA,NA,NA,NA,28634792,1367311,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,GHA,Ghana,258591010,-168082147,2921161,1052,125956030,2107681,257673628,917382,3139221,-1163150921,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,GRC,Greece,876885551,36252906,188970,1913,469002129,17364440,874044842,2840709,369442011,39525589,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,HKG,Hong Kong,69763282,16401277,-167424,83,9133638,14453,65351179,4412103,131524352,-127183439,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,HUN,Hungary,613512393,57559174,9549788,3762,210762996,9991817,530993996,82518397,730928594,-203441689,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,IRL,Ireland,1058294788,23403830,6351810,1313,441179544,3181396,995315768,62979020,654309038,-16400966,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,IND,India,4881066836,-2424275092,93865971,21659,2840465315,11224843,4745507968,135558868,15967841944,-5681120059,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,ITA,Italy,6581569739,650210372,229632996,7332,3408374366,230224144,6385719969,195849770,63245329,5740084706,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,JEY,Jersey,27865,-3262,NA,NA,NA,NA,3,27862,1096350586,-1092430687,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,JPN,Japan,40727819,-115690,384112,21,1389445,27246,5731893,34995926,509759,-4885067,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,KEN,Kenya,53313334,107408872,7440959,32,261164,1694182,52510666,802668,30701943,153529432,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,KOR,South Korea,67717816,1194951,21207,14,884744,631,9566436,58151380,3358343,-3091954,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,CYM,Cayman Islands,NA,-2092930020,NA,NA,NA,NA,NA,NA,13064310544,-2404165091,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,LSO,Lesotho,82923024,33996930,7223532,206,51510567,7680313,82887424,35600,430450,56223505,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,LUX,Luxembourg,1795853043,-1436780458,29615717,351,3210369,30348989,195847482,1600005561,4.55734E+11,-71466713140,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,MLT,Malta,240952409,92384741,9782696,338,50126212,8446160,89022823,151929586,64853311,634662187,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,MUS,Mauritius,29396833,-2094952716,846056,5,42040,8717470,19159134,10237699,13918336267,-5173127863,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,MEX,Mexico,596995,26453,1948,3,NA,NA,NA,596995,163719,528543,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,MYS,Malaysia,10291647,-481546,33452,NA,NA,11558,3961229,6330418,4202781,463125,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,MOZ,Mozambique,253760869,75903549,10371485,512,171758182,19183845,253760869,NA,122396243,44899138,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,NGA,Nigeria,57850428,-2495500,1202486,412,22015252,1672490,57488798,361630,1447774,-52451976,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,NLD,Netherlands,18751250,-5838141772,4928885,NA,6702303,112398754,4238558,14512692,86083768765,-12167768145,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,NOR,Norway,134422,NA,NA,NA,NA,NA,134422,NA,NA,NA,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,NZL,New Zealand,1275412621,59378300,10962108,2967,587368878,20933551,1255653780,19758841,278127864,747051058,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,PRT,Portugal,1042444656,8763192,3998860,1386,888779552,6053212,1015119824,27324832,80467745,167607091,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,QAT,Qatar,474017535,-188727303,NA,504,NA,324775,473447031,570504,NA,NA,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,ROU,Romania,871382106,16886640,8239791,4220,362110151,444914,799712842,71669264,149898773,28188180,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,RUS,Russia,2391552,117623,15329,4,171520,33595,339639,2051913,18494724,-18573436,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,SWE,Sweden,2801726,-83964,161879,2,407088,NA,186613,2615113,730425,1430445,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,SGP,Singapore,59544999,6604283,371153,191,11498687,330251,58858562,686437,55617729,-25822927,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,SLE,Sierra Leone,NA,918041,NA,NA,NA,NA,NA,NA,25929,23912,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,TUR,Turkey,2929595875,-13574417,27411091,3311,878186373,31393221,2880152448,49443427,8438217024,-6953840597,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,TWN,Taiwan,1416617,-11667,287496,NA,NA,NA,316203,1100414,1217443,21938,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,TZA,Tanzania,390450708,103596641,19348282,530,233195907,18701090,390450708,NA,228913470,207075393,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,UKR,Ukraine,132652,-2232541,NA,NA,443875,36464,131622,1030,13522650,11167577,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,USA,United States of America,224168266,-10796096,-7811144,284,27842140,312986,78482383,145685883,62365583,-92499966,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,ZAF,South Africa,4786715551,2756726718,360419047,5168,2152472155,354782032,4649518558,137196993,9538587511,2580419842,EUR
VODAFONE,2018,Communications,GBR,United Kingdom,ZMB,Zambia,10715285,-1508478,361193,174,4662232,363575,10637551,77734,298435,-2638660,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,ARE,United Arab Emirates,4905384,447000,NA,18,10356,NA,NA,4905384,NA,-473045,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,ALB,Albania,125518628,9923372,1727871,398,94911424,2208936,105036976,20481652,40758066,119272034,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,AGO,Angola,1706650,722488,NA,8,NA,115886,1706650,NA,NA,-985330,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,ARG,Argentina,NA,-108857,NA,NA,NA,NA,NA,NA,179000,-150000,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,AUT,Austria,2468494,89369,NA,NA,892000,NA,9494,2459000,13053000,-14304000,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,AUS,Australia,13184519,-540896,93510,14,1712653,184608,6583973,6600546,5195820,1721030,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,BEL,Belgium,9640000,1200539,NA,21,1144000,NA,372000,9268000,8568000,-5153000,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,BHR,Bahrain,1913788,-95000,NA,NA,NA,NA,1349206,564582,303442,297177,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,BRA,Brazil,5673742,-3836684,NA,2,2110431,NA,5002742,671000,1295083,-9467255,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,CAN,Canada,NA,-1746286,NA,4,NA,NA,NA,NA,8387000,-5130000,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,COD,Democratic Republic of the Congo,409130344,-2785609,3878471,589,249633429,5058009,409130344,NA,879028,-547346994,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,CHE,Switzerland,24907468,-3885582,422635,2,3054056,3000,21823351,3084117,108744623,3749856,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,CIV,Côte d'Ivoire,2409388,-1133066,100364,8,NA,115886,2409388,NA,7515007,-7449017,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,CHL,Chile,NA,-316671,NA,2,NA,NA,NA,NA,NA,-488000,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,CMR,Cameroon,5320733,944549,401455,31,220098,231771,5320733,NA,434236,2937230,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,CHN,China,7618529,-981348,12808,22,634977,45074,4062795,3555734,18798901,-11662862,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,CZE,Czechia,578079648,62158659,14390427,1823,287277699,12507421,573022252,5057396,56697782,203979531,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,DEU,Germany,11009798792,107934816,109217124,14620,7521664557,110309851,10423902770,585896022,4486789461,-11779111539,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,DNK,Denmark,1159000,286068,-736,NA,73000,NA,NA,1159000,16460000,-16253000,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,EGY,Egypt,1218790290,353746436,43011566,9213,708373462,89982574,1153909809,64880481,66746988,447518647,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,ESP,Spain,4764950605,-6411942071,172206,5204,5630543343,-31001,4682809444,82141161,24736949279,-17676526932,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,FRA,France,46239844,4090973,749892,45,20634167,NA,19043844,27196000,5521880,21929404,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,GBR,United Kingdom,16728995917,899691304,45759386,16615,4856716638,74649003,9742435675,6986560242,1.87559E+12,-2.49396E+11,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,GGY,Guernsey,NA,-8011833,NA,NA,NA,347657,NA,NA,34635892,-10286841,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,GHA,Ghana,247562243,-253347123,1231608,1008,116743001,1088203,246539671,1022572,1080714266,-1245009761,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,GRC,Greece,951775188,59959295,43593862,2254,454533695,28523510,947001791,4773397,370556180,120097773,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,HKG,Hong Kong,98236979,-1676990,-24986,79,11649965,11603,60160466,38076513,131673056,-104224237,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,HUN,Hungary,635536348,57438396,10829353,3606,199275408,10265397,560998981,74537367,715353979,-176200926,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,IRL,Ireland,1039862772,4200367,5136162,1329,408120520,5542076,976662973,63199799,655515016,91480931,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,IND,India,2166266937,-1237139005,-41877489,14402,12792146,69979154,1601753171,564513766,800117524,552295674,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,ITA,Italy,6177068542,618701697,230911001,7308,3260896243,153811583,6011577242,165491300,248970524,5337747186,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,JEY,Jersey,20010,-9511,NA,NA,NA,NA,NA,20010,1273509454,-1273509454,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,JPN,Japan,11872987,-438080,139300,13,1944993,183662,6023680,5849307,531610,-4875558,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,KEN,Kenya,53976202,122858156,8740337,23,220420,846235,53976201,1,53966224,-141979431,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,KOR,South Korea,9914320,-632761,-2307,6,1219626,6795,8600615,1313705,3361185,-3842358,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,CYM,Cayman Islands,NA,-4766026528,NA,NA,NA,NA,NA,NA,14131672705,-7170191619,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,LSO,Lesotho,82599036,31131362,7093715,217,50789080,7444360,82492789,106247,284611,55942120,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,LUX,Luxembourg,1863124022,1878938469,22001124,367,3604540,23698641,173973762,1689150260,4.55734E+11,-69936873495,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,MLT,Malta,224230611,91153350,9859080,347,49966290,8161628,84188334,140042277,74552183,451959503,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,MUS,Mauritius,30886491,-372989021,7755531,5,22319,10619966,535188,30351303,15096294918,-5661524666,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,MEX,Mexico,763000,368582,NA,2,NA,NA,NA,763000,164000,502000,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,MYS,Malaysia,2463772,-557000,53901,NA,109323,17394,1682640,781132,4195961,15755,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,MOZ,Mozambique,303016665,79822378,26281709,541,205725614,25474797,303016664,NA,83183890,149242063,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,NGA,Nigeria,28310314,2863047,702545,201,2054244,811200,28310314,NA,1010950,15905261,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,NLD,Netherlands,23737532,-8824244992,24525848,NA,6522326,24545130,7530136,16207396,90140660097,-18893546087,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,NOR,Norway,127335,42408,NA,NA,NA,-136,127335,NA,NA,NA,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,NZL,New Zealand,1187198254,22527159,14239438,2771,592705386,13405084,1167590426,19607828,313029810,774977419,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,PRT,Portugal,1060742644,50640623,23498685,1397,864901496,1909042,1031086223,29656421,81194008,175321922,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,QAT,Qatar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,ROU,Romania,888733180,8922562,3252171,4748,358053133,8624836,806020507,82712673,150264080,73476345,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,RUS,Russia,1969000,63840,21091,4,124000,17452,477000,1492000,19171000,-17993000,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,SWE,Sweden,2512000,23748,69312,3,756000,5604,88000,2424000,695000,411000,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,SGP,Singapore,119914209,-999000,-351861,174,10159355,211591,53331519,66582690,56204209,-13195207,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,TUR,Turkey,2512848194,-35057113,31921422,3262,707220561,32999462,2390485163,122363031,5767624265,-4687086708,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,TWN,Taiwan,890734,213000,2881,NA,215667,1800,598702,292032,1218814,67429,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,TZA,Tanzania,401902750,53389590,18882026,540,249861623,17038553,401525956,376794,222597482,266248744,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,UKR,Ukraine,212000,-3907397,53570,NA,186000,NA,212000,NA,13523000,-12033000,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,USA,United States of America,299582000,11058257,-3342000,267,14846000,279000,89733000,209849000,-62022000,103961000,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,ZAF,South Africa,4795279141,2199448134,328957593,5354,2053716556,338878317,4539984162,255294979,5047812965,4182262858,EUR
VODAFONE,2019,Communications,GBR,United Kingdom,ZMB,Zambia,6425036,-2818899,NA,134,220098,231771,6425036,NA,3179499,-4287880,EUR
VR,2020,"Transport, Freight & Storage",FIN,Finland,FIN,Finland,776000000,-34500000,2900000,5697,NA,NA,NA,NA,NA,NA,EUR
VR,2020,"Transport, Freight & Storage",FIN,Finland,RUS,Russia,5700000,-4200000,NA,88,NA,NA,NA,NA,NA,NA,EUR
VR,2020,"Transport, Freight & Storage",FIN,Finland,OTHER,Baltic,10300000,300000,NA,33,NA,NA,NA,NA,NA,NA,EUR
WESFARMERS,2020,"Chemicals, Cosmetics and Paints",AUS,Australia,AUS,Australia,17378868515,1503363934,408912071.4,81088,4741906606,528015923.6,17326455588,52412926.46,9252749828,-230970376.5,EUR
WESFARMERS,2020,"Chemicals, Cosmetics and Paints",AUS,Australia,BGD,Bangladesh,4334495.74,2056036.014,434181.5215,47,164195.4197,455823.9169,800035.6517,3534460.088,426214.877,5359132.274,EUR
WESFARMERS,2020,"Chemicals, Cosmetics and Paints",AUS,Australia,CHN,China,27995881.93,10746826.39,2484503.595,280,482481.7209,2521041.755,1076549.64,26919332.29,4937574.476,11228884.52,EUR
WESFARMERS,2020,"Chemicals, Cosmetics and Paints",AUS,Australia,HKG,Hong Kong,43519063.39,-11815926.64,1750004.23,189,1493167.563,1294773.098,4800146.232,38718917.16,1814970.693,-1774633.513,EUR
WESFARMERS,2020,"Chemicals, Cosmetics and Paints",AUS,Australia,IND,India,13999941.39,3609342.558,1248283.28,204,1475054.082,1083266.058,271797.6917,13728143.69,982612.2424,4749567.345,EUR
WESFARMERS,2020,"Chemicals, Cosmetics and Paints",AUS,Australia,IDN,Indonesia,2254148.287,-92523.41531,66456.58348,7,924591.214,81889.54015,2254148.287,0,163791.7699,-1190210.889,EUR
WESFARMERS,2020,"Chemicals, Cosmetics and Paints",AUS,Australia,NZL,New Zealand,1280180535,49327013.72,23764116.87,5449,250235339.9,21422512.54,1275994623,4185912.744,361980157.1,81162385.04,EUR
WESFARMERS,2020,"Chemicals, Cosmetics and Paints",AUS,Australia,PRT,Portugal,2099205.994,115408.1818,-586563.5386,0,0,0,0,2099205.994,0,-254551.3324,EUR
WESFARMERS,2020,"Chemicals, Cosmetics and Paints",AUS,Australia,SGP,Singapore,13354992.45,469691.22,300186.114,0,0,0,428028.2797,12926964.17,1730677.987,421346.3049,EUR
WESFARMERS,2020,"Chemicals, Cosmetics and Paints",AUS,Australia,ARE,United Arab Emirates,2047598.042,417216.7503,0,4,2417339.416,0,2047598.042,0,1351044.172,4937135.174,EUR
WESFARMERS,2020,"Chemicals, Cosmetics and Paints",AUS,Australia,GBR,United Kingdom,19583412.29,-903232.8237,803798.4168,97,4940336.576,-76794.97251,19489585.47,93826.81733,1088789.051,5186165.327,EUR
